 CONF#         E (xTB)          ΔE (xTB)          E (DFT)          ΔE (DFT)        ΔGsolv (xTB)          Gtot             ΔGtot          Boltzmann weight   
CONF49        -43.360203          2.77          -685.703355          2.32           -17.218834        -685.730795          2.97                0.27         
CONF51        -43.358068          4.11          -685.700198          4.31           -18.506565        -685.729690          3.67                0.08         
CONF53        -43.358381          3.92          -685.701211          3.67           -18.297827        -685.730370          3.24                0.17         
CONF55        -43.356745          4.94          -685.701943          3.21           -19.308360        -685.732713          1.77                2.04         
CONF59        -43.357649          4.37          -685.702768          2.69           -18.677760        -685.732533          1.88                1.69         
CONF65        -43.356812          4.90          -685.698809          5.18           -19.097639        -685.729243          3.95                0.05         
CONF68        -43.358194          4.03          -685.701070          3.76           -18.177931        -685.730038          3.45                0.12         
CONF73        -43.358241          4.00          -685.700639          4.03           -18.104182        -685.729490          3.79                0.07         
CONF74        -43.357397          4.53          -685.701407          3.55           -18.671991        -685.731163          2.74                0.40         
CONF75        -43.357079          4.73          -685.701449          3.52           -18.819024        -685.731439          2.57                0.53         
CONF79        -43.357495          4.47          -685.700148          4.34           -18.498632        -685.729627          3.71                0.08         
CONF81        -43.357763          4.30          -685.701014          3.79           -18.313116        -685.730198          3.35                0.14         
CONF86        -43.357487          4.48          -685.701542          3.46           -18.408393        -685.730878          2.92                0.29         
CONF88        -43.356590          5.04          -685.701261          3.64           -18.965743        -685.731485          2.54                0.56         
CONF90        -43.357686          4.35          -685.700123          4.35           -18.226162        -685.729169          4.00                0.05         
CONF93        -43.357414          4.52          -685.700992          3.81           -18.374877        -685.730274          3.30                0.15         
CONF95        -43.356040          5.38          -685.699586          4.69           -19.226375        -685.730225          3.33                0.15         
CONF96        -43.356537          5.07          -685.700593          4.06           -18.903692        -685.730718          3.02                0.25         
CONF98        -43.355403          5.78          -685.700838          3.90           -19.592770        -685.732061          2.18                1.02         
CONF108       -43.355810          5.53          -685.698491          5.38           -19.272619        -685.729204          3.97                0.05         
CONF114       -43.356000          5.41          -685.700177          4.32           -19.088287        -685.730596          3.10                0.22         
CONF115       -43.356200          5.28          -685.701647          3.40           -18.959708        -685.731861          2.31                0.83         
CONF121       -43.362574          1.28          -685.706031          0.64           -14.913832        -685.729798          3.60                0.09         
CONF122       -43.355031          6.02          -685.700340          4.22           -19.644653        -685.731646          2.44                0.66         
CONF141       -43.355617          5.65          -685.699167          4.95           -19.121272        -685.729639          3.70                0.08         
CONF147       -43.362762          1.17          -685.707059          0.00           -14.605263        -685.730334          3.26                0.16         
CONF162       -43.355399          5.79          -685.700017          4.42           -19.142418        -685.730522          3.15                0.20         
CONF163       -43.356193          5.29          -685.700337          4.22           -18.608086        -685.729991          3.48                0.11         
CONF166       -43.355029          6.02          -685.700500          4.12           -19.323073        -685.731293          2.66                0.45         
CONF240       -43.353732          6.83          -685.699615          4.67           -19.540439        -685.730755          3.00                0.26         
CONF326       -43.352374          7.68          -685.697378          6.07           -20.001127        -685.729252          3.94                0.05         

Boltzmann averaged free energy/enthalpy of ensemble on input geometries (not DFT optimized):
temperature /K:   avE(T) /a.u.   avG(T) /a.u.
    298.15        -679.0563472    -679.0849921     <<==part0==
----------------------------------------------------------------------------------------------------
